,date,body,ngram
4531,2008-10-09,9% )∼ 대 등 금융불안 확산 우려 등으로 큰 폭의 약세로 전환 일중 절하 되(9,불안/NNG;확산/NNG;우려/NNG
4533,2008-10-09,"9% )∼ 었고 엔화는 미국의 구제금융 추진에 따른 재정적자 확대 전망 위험회피를 위한, , 엔캐리 거래 청산 움직임 등으로 큰 폭 강세 월중 절상 를 보였음(9 4","재정/NNG;적자/NNG;확대/NNG,전망/NNG;위험/NNG;회피/NNG"
4535,2008-10-09,  월중 경상거래는 무역거래가 수출 증가로 소폭 적자에서 큰 폭의 흑자로9 전환되고 여행 및 특허권 사용료 등 기타서비스를 중심으로 한 서비스거래 적자  감소로 무역외거래 적자규모가 대폭 축소됨에 따라 전월의 큰 폭 적자에서 소폭  혹자로 전환되었음,"수출/NNG;증가/NNG,소폭/MAG;적자/NNG,흑자/NNG;전환/NNG,적자/NNG;감소/NNG"
4547,2008-10-09," / 9 · 9  위기설 파산보호신청 등 금융불안과 연준 정부의 대응조치에, Lehman Borthers ·美 따라 원에서 급등과 급락을 반복하다가 하순 들어 긴급 경제안정법1,081 1,160 美∼ 안 의 효과에 대한 의문이 대두된 가운데 하원의 동 법안 부결 무역수지의(EESA) , 큰 폭 적자 등으로 오름세를 지속하였음",경제/NNG;안정/NNG
4554,2008-10-09,18% 왑시장 참여 확대 등으로 하락폭이 축소되었으며 월말 월말(8 0,하락/NNG;축소/NNG
4558,2008-10-09,46% 여 참여 확대 등으로 하락폭이 축소되었음 월말 월말(8 3,하락/NNG;축소/NNG
4563,2008-10-09," CDS (5 ) 9 175bp 8    - 17 -  상승하였음59bp  국내은행의 대외 외화차입은 단기와 중장기 모두 순상환으로 전환되었으  며 외화콜머니 순 는 전월중 큰 폭으로 운용하였던 외화콜론의 회수로 증가로 반, ( ) 전되었고 거주자외화예금은 수출대금 입금 등으로 증가 억달러 하였음, (10",cds/NNG;상승/NNG
4566,2008-10-09,  월중에는 리먼브러더스 사태 등에 따른 국제금융시장 불안이 국내 원화시9 장에도 상당한 영향을 미쳐 신용위험에 대한 민감도가 크게 증가하였음,국제/NNG;금융시장/NNG;불안/NNG
4567,2008-10-09,콜시장에서 일부 증권사에 대한 자금공여 기피현상이 발생하고 국제금융시｢ 장 불안 장기화 신용경색 심화 세계경제 위축 우려 등이 국내시장으로 전이→ → ｣ 되면서 금융업 및 기업의 향후 전망에 대한 경계감이 발동됨,"세계/NNG;경제/NNG;위축/NNG;우려/NNG,국제/NNG;금융시장/NNG;불안/NNG,전망/NNG;경계/NNG"
4568,2008-10-09,"이에 따라 은행채 회사채 등에 대한 리스크 프리미엄이 크게 확대, , CP, CD 되면서 동 금리가 큰 폭 상승하였음 월말 현재 은행채에 대한 신용위험 스프레드","은행채/NNG;신용위험/NNG,회사채/NNG;위험/NNG"
4570,2008-10-09,"투자자의 불안심리 등으로 실적배당 수신상품 채권형펀드 특정금전신(MMF, , 탁 등 및 신용저위 금융기관 저축은행 등 수신이 월 중순 이후 대부분 감소, CMA ) ( ) 9 하거나 증가세가 큰 폭 둔화되었는데 이는 위험자산 투자기반 위축으로 이어져 장‧ 단기 시장금리 상승폭을 확대하는 요인으로 작용하였음 다만 금융권간상품간 자금","장단기/NNG;시장/NNG;금리/NNG;상승/NNG,금리/NNG;상승/NNG;확대/NNG,투자/NNG;위축/NNG"
4572,2008-10-09,주식시장에서는 국제금융시장 불안 등의 영향으로 외화유동성 확보 및 디레  버리징 을 위한 외국인 매도세가 지속됨에 따라 주가는 대체로 약세를(deleveraging) 보이는 가운데 업종별로는 금융업 주가가 가장 큰 폭으로 하락하였음,"국제/NNG;금융시장/NNG;불안/NNG,외화/NNG;유동성/NNG;확보/NNG"
4573,2008-10-09,"최근 우리나라의 주가변동성 지수 은 미국 대만 등 주요국보다 낮은 수(VIX ) , 준을 보였으며 월중 아시아 주요국에서 외국인 순매도 규모가 확대된 것과는 달리9 국내에서는 외국인 매도가 전월보다 축소되었음 다만 국내외 거시경제전망 악화","변동성지수/NNG;낮/VA,전망/NNG;악화/NNG"
4574,2008-10-09," , , 경상수지 적자 등의 이유로 국내주식 매입에는 소극적 자세를 견지하였음",경상/NNG;수지/NNG;적자/NNG
4577,2008-10-09," ․ ․  월중 기업의 자금조달면에서는 대기업의 경우 회사채시장 위축에 따9 CP, 른 대체자금 조달 자금 확보 노력 등으로 은행차입을 꾸준히 늘려가는 모습임, 先  그러나 중소기업대출은 은행의 리스크관리 강화 등으로 전월과 비슷한 1","은행/NNG;위험관리/NNG;강화/NNG,회사채/NNG;시장/NNG;위축/NNG"
4584,2008-09-11,"일부 위원은 우리나라 프리미엄, CDS｢ ․ ｣ 상승에 따른 재정거래유인 축소 연말결산을 앞둔 외은지점의 재무제표 건전성, 제고노력 등에 비추어 연말에 갈수록 외국인 채권투자자금의 유출이 늘어날 가능  성이 있으므로 이에 유의할 필요가 있으며 아울러 공기업과 금융기관의 외화차입  이 비슷한 시기에 집중될 경우 외화차입 가산금리가 상승하고 금융기관의 외화차  입이 어려워질 수 있으므로 외화차입 시기가 분산되도록 유도할 필요가 있다는  견해를 나타내었음","외화차입/NNG;스프레드/NNG;상승/NNG,재정거래/NNG;유인/NNG;축소/NNG,자금/NNG;유출/NNG;늘/VV,cds/NNG;상승/NNG,외화차입/NNG;어렵/VA"
4585,2008-09-11,"다른 일부 위원은 미국의 금융시장 불안이 재연될 가능성이 크고 미국의  실물경제도 좋지 않은 점을 감안할 때 최근의 글로벌 미달러화 강세가 일시적인  현상에 그칠 가능성이 높은 것으로 보인다는 의견과 함께 이번 달에 대거 만기도  래하는 외국인 보유채권의 전망에 대해 물었으며 이에 대해 관련부서에서는 구, 체적으로 점검해본 결과 별 문제가 없는 것으로 판단된다고 답변하였음","실물/NNG;경제/NNG;좋/VA,경제/NNG;좋/VA;않/VX,금융시장/NNG;불안/NNG"
4586,2008-09-11,"또 다른 일부 위원은 경상수지와 자본수지가 모두 적자인 상황에서 국제  금융시장의 신용경색으로 해외차입여건이 불리해지면 국내 외화유동성사정이 어  려워져 환율상승압력이 지속될 것으로 예상된다는 견해를 나타내었으며 이에 대, 해 관련부서에서는 금년 분기에 경상수지가 개선되면 환율상승압력이 완화될4/4 수 있을 것으로 기대된다고 하였음",경상/NNG;수지/NNG;개선/NNG
4587,2008-09-11,"일부 위원은 외환시장에 대한 적절한 대응책을 강구하기 위해서는 시장상  황에 대한 정확한 판단이 우선되어야 하는데 최근 일각에서 원화환율 상승 및 외  환보유액 감소 등을 근거로 위기상황으로 가는 것이 아닌가 하는 우려가 제기되  고 있다면서 이에 대한 의견을 물었으며 이에 대해 관련부서에서는 최근 외환시, 장사정이 다소 나빠지기는 하였으나 외채구조나 외환보유액 수준 등을 고려할 때  위기상황은 아닌 것으로 생각된다고 답변하였음 동 위원은 이에 동의한다면서","원화/NNG;환율/NNG;상승/NNG,외환보유액/NNG;감소/NNG"
4588,2008-09-11,    - 4 -  그러한 중앙은행의 판단을 시장에 정확히 전달하고 아울러 중앙은행으로서 중장  기적인 관점에서 원화의 대외가치 안정을 도모하기 위한 방안을 강구할 필요가  있다는 의견을 덧붙였음,가격/NNG;안정/NNG
4589,2008-09-11,다른 일부 위원은 최근 단기외채가 늘어나면서 단기외채비중과 유동외채  비율이 높아지는 등 외채구조의 건전성이 나빠지고 있는 만큼 단기외채 증가를  억제하기 위한 방안을 강구할 필요가 있다는 견해를 피력하였음,"단기/NNG;외채/NNG;증가/NNG,외채/NNG;증가/NNG;억제/NNG,단기/NNG;외채/NNG;늘/VV,건전성/NNG;나쁘/VA"
4590,2008-09-11,"일부 위원은 지난달에 기업들이 순발행, CP｢ ｣ 을 줄이고 조달금리가 상대적으로 높은 회사채 순발행을 늘린 이유가 무엇인지를  물었으며 이에 대해 관련부서에서는 기업들이 자금을 안정적으로 확보해 두려는, 경향이 있는 데다 실질 기준에 의한 회사채수익률이 그리 높은 수준이 아닌 점이  작용한 것으로 보인다고 답변하였음","자금/NNG;안정/NNG,안정/NNG;확보/NNG"
4591,2008-09-11,다른 일부 위원은 지난달의 금리인상에도 불구하고 장기금리의 움직임에  반영된 금융시장의 인플레이션기대가 크게 약화되지 않은 것 같다는 의견과 함,금리/NNG;인상/NNG
4592,2008-09-11,"께 민간신용의 증가세가 둔화되면 그 영향이 경기에 민감하고 신용도가 낮은 중, 소기업과 가계 부문에 우선적으로 미칠 것이 우려되므로 이에 유의하여야 할 것  이라는 견해를 나타내었음",민간/NNG;신용/NNG;증가/NNG;둔화/NNG
4593,2008-09-11,"또 다른 일부 위원은 저축은행의 부동산 대출에 대해 모니터링을 강화할PF 필요가 있다는 의견과 함께 아직까지 주택담보대출의 연체율이 낮은 수준에 머물고, 있으나 그간 대출금리가 계속 높아진 데다 년중 많이 취급된 주택담보대출2005 06～ 의 상당부분이 년 거치식으로 되어 있어 앞으로 원리금 상환부담이 크게 늘어나면3 서 동 대출의 연체율이 높아질 수 있음에 유의해야 할 것이라는 견해를 피력하였음","주택담보대출/NNG;연체율/NNG;낮/VA,원리금/NNG;상환/NNG;부담/NNG,대출/NNG;연체율/NNG;높/VA"
4594,2008-09-11,아울러 동 위원은 외국인의 주식 매도세가 지속되면서 주가하락 및 환율상승 요인  으로 작용하고 있는 만큼 외국인의 디레버리징 행태를 주의 깊게 모(deleveraging) 니터링해야 할 것이라는 의견을 제시하였음,하락/NNG;환율/NNG;상승/NNG
4595,2008-09-11,"일부 위원은 최근 시장참가자들의 위험회피성향이 뚜렷해지면서 주가 하  락 신용스프레드 확대 중소기업대출 증가세 둔화 비우량기업의 자금조달애로, , , 등이 나타나고 있다면서 아직은 은행 및 기업의 건전성 등에 비추어 금융불안이  현재화될 가능성이 크지 않지만 시장참가자들의 위험회피성향이 과도하게 높아져  금융불안이 촉발되는 일이 없도록 앞으로 통화정책을 운영함에 있어 금융불안 가    - 5 -  능성에 보다 유의해야 할 것이라는 견해를 표명하였음","중소기업/NNG;대출/NNG;증가/NNG;둔화/NNG,하락/NNG;신용스프레드/NNG;확대/NNG,위험/NNG;회피/NNG"
4598,2008-09-11,"동 위원은 최근 등 단기금융상품으로의 자금유입이 크게 늘어난 반MMF 면 은행채시장에서는 자금이 부족하여 신용스프레드가 확대되고 있는데 이처럼  두 시장의 자금흐름이 다른 이유가 무엇인지를 물었으며 이에 대해 관련부서에, 서는 기대인플레이션이 높아지고 금융시장의 변동성이 확대됨에 따라 장기보다는  단기로 자금을 운용하고자 하는 유인이 커졌기 때문이라고 답변하였음","금융시장/NNG;변동성/NNG;확대/NNG,기대/NNG;인플레이션/NNG;높/VA"
4599,2008-09-11,"다른 일부 위원은 국제유가가 세계경기 둔화에 따른 수요 감소로 하락추  세로 전환된 것으로 판단되는 데다 글로벌 미달러화의 강세도 지속되기 어려울  것으로 예상되는 점을 감안할 때 그동안의 가파른 물가오름세가 꺾인 것으로 보  인다는 의견을 개진하였으며 이에 대해 관련부서에서는 위원의 견해에 기본적으, 로 동의하나 국제유가나 환율의 움직임에 불확실성이 남아있고 현재의 물가상승  률이 물가안정목표보다 매우 높은 수준에 있는 만큼 물가에 대해 낙관하기는 아  직 이른 것으로 생각된다고 하였음","물가/NNG;상승률/NNG;물가/NNG;안정/NNG,유가/NNG;세계/NNG;경기/NNG;둔화/NNG,수요/NNG;감소/NNG;하락/NNG"
4600,2008-09-11,"또 다른 일부 위원은 최근 은행채의 신용스프레드가 확대된 것은 금융기관  의 신용리스크에 대한 우려가 커진 상황에서 은행채 공급이 크게 늘어난 점 이외  에도 경기에 대한 불확실성이 증대되면서 국고채에 비해 상대적으로 유동성이 낮  은 은행채에 대한 선호도가 떨어진 점 금리 상승에 따라 은행의 여신 건전성이, 저하될 가능성이 있는 점 등이 함께 작용한 것으로 보인다는 견해를 표명하였음","은행채/NNG;신용스프레드/NNG;확대/NNG,경기/NNG;불확실성/NNG;증대/NNG,여신/NNG;건전성/NNG;저하/NNG,신용위험/NNG;우려/NNG,금리/NNG;상승/NNG,유동성/NNG;낮/VA"
4602,2008-09-11,- 6 -  일부 위원은 다음과 같은 상황을 종합해 볼 때 최근 금융시장의 불안정성  이 크게 높아지고 있다는 점에서 인플레이션 기대심리의 안정과 함께 금융시장의  불안심리 해소에 정책의 우선순위를 둘 필요가 있는 만큼 이번 달에는 한국은행  기준금리를 현 수준 에서 유지하는 것이 바람직한 것으로 판단된다는 견해(5,"인플레이션/NNG;기대/NNG;안정/NNG,금융시장/NNG;불안/NNG;해소/NNG"
4604,2008-09-11,지난달 통화정책방향 결정 이후 국제유가의 하락세가 이어지고 원 달러 환/ 율이 큰 폭으로 상승하는 등 대내외 경제여건이 상당히 달라졌으므로 이러한 여  건변화에 따른 물가와 성장의 상 하향리스크를 다시 한 번 점검하고 금융시장 상· 황을 면밀히 살펴볼 필요가 있음 물가는 국제유가 하락으로 월중 소비자물가상; 8 승률이 소폭 낮아졌으나 환율이 상승함에 따라 여전히 높은 오름세를 보이고 있  음 그동안 비용측면에서 누적된 물가상승압력이 가격에 전가되는 과정에서 기대,"물가/NNG;국제/NNG;유가/NNG;하락/NNG,물가/NNG;상승/NNG;압력/NNG,낮/VA;환율/NNG;상승/NNG,물가/NNG;성장/NNG"
4605,2008-09-11, 인플레이션이 불안한 모습을 보일 가능성이 있음 국내경기는 국제유가 하락에 따; 른 구매력 회복이 환율 상승에 의해 상쇄되고 수출도 세계경제 성장세 둔화와 환  율 상승의 영향이 상이한 방향으로 작용함으로써 당초 예상된 경로에서 그다지  벗어나지 않을 것으로 보임 국내경기가 둔화되고는 있으나 성장세가 급속히 낮아,"수출/NNG;세계/NNG;경제/NNG;성장/NNG,세계/NNG;경제/NNG;성장/NNG;둔화/NNG,국제/NNG;유가/NNG;하락/NNG,회복/NNG;환율/NNG;상승/NNG,둔화/NNG;환율/NNG;상승/NNG,인플레이션/NNG;불안/NNG,구매력/NNG;회복/NNG,경기/NNG;둔화/NNG"
4607,2008-09-11, 제금융시장 불안으로 국내금융기관의 외화차입이 여의치 않은 상황에서 외국인의  디레버리징 에 따라 주식투자자금의 유출이 이어지는 등 국내외 요인(deleveraging) 이 시장심리를 악화시키는 방향으로 작용한 결과 원 달러 환율이 급등하고 주가는/ 큰 폭으로 하락하였으며 신용리스크 프리미엄이 대폭 확대되면서 기업의 자금사  정에 대한 우려가 가중되었음 특히 월 들어 주가와 환율이 급등락을 거듭하는,"금융시장/NNG;불안/NNG,원달러/NNG;급등/NNG,심리/NNG;악화/NNG"
4608,2008-09-11, 9 등 변동성이 크게 확대되었는데 이는 불안한 시장심리를 반영하는 것으로서 조그  마한 충격에도 시장이 크게 출렁일 가능성이 있음을 시사하며 변동성의 정도와  지속기간에 따라 실물경제에까지 부정적 영향을 줄 가능성을 배제할 수 없음,"경제/NNG;부정적/VAX;영향/NNG;줄/VV,실물/NNG;경제/NNG;부정적/VAX"
4609,2008-09-11,"다른 일부 위원은 다음과 같은 점들을 종합해 볼 때 최근 우리 경제는 경  기가 계속 둔화되는 가운데 물가는 당분간 상승압력 완화를 기대하기 어려우며  금융시장은 잠재적 불안요인에 대한 민감도가 높아져 있어 국내외여건 변화에 따  라 불안한 움직임이 재연될 가능성을 배제할 수 없는 상황이므로 이번 달에는 한  국은행 기준금리를 현 수준에서 유지하면서 향후 경제여건 변화와 이에 따른 물  가 및 경기의 상 하향리스크 그리고 국내외 금융시장 상황 전개 등을 면밀히 점· , 검하는 것이 좋겠다는 의견을 개진하였음",당분간/MAG;상승/NNG;압력/NNG
4610,2008-09-11,"- 7 -  최근의 실물경제상황을 보면 국내경기는 수출이 높은 신장세를 지속하고  있으나 설비투자 소비 등 내수부문이 부진에서 벗어나지 못하면서 둔화추세를 이, 어가고 있음 앞으로 수출이 선진국의 성장세 둔화에도 불구하고 신흥시장국의 견","선진국/NNG;성장/NNG;둔화/NNG,소비/NNG;내수/NNG;부진/NNG,내수/NNG;부진/NNG;벗어나/VV,부진/NNG;벗어나/VV;못하/VX,수출/NNG;높/VA;신장/NNG,둔화/NNG;추세/NNG"
4611,2008-09-11," 실한 성장 원화 약세 등에 힘입어 호조를 유지하겠으나 높은 물가오름세 고용사, , 정 악화 금융시장 불안 등으로 소비 및 투자 심리가 위축됨에 따라 전체적으로, 국내경기는 둔화 움직임을 지속할 것으로 예상됨 소비자물가는 국제유가 하락으; 로 석유류가격이 크게 하락한 데에 힘입어 월에는 빠른 오름세가 꺾이는 모습을8 보였으나 향후에는 국제유가 하락에도 불구하고 환율 상승의 영향과 도시가스요  금 전기료 교통요금 인상 등으로 인해 상당기간 대의 높은 상승세를 나타낼, , 5% 것으로 전망됨 특히 최근과 같이 유가와 환율의 엇갈린 움직임으로 물가전망의","소비자/NNG;물가/NNG;국제/NNG;유가/NNG;하락/NNG,악화/NNG;금융시장/NNG;불안/NNG,소비/NNG;투자심리/NNG;위축/NNG,원화/NNG;약세/NNG,고용/NNG;악화/NNG,경기/NNG;둔화/NNG,요금/NNG;인상/NNG,높/VA;상승/NNG"
4612,2008-09-11, 불확실성이 높은 경우에는 유가가 추가 하락하는 등 우호적인 물가여건이 조성되  더라도 기대인플레이션이 조기에 안정되기가 어려울 수 있다는 점에도 유의해야  할 것임 금융시장에서는 월 위기설의 영향으로 환율이 급등하고 주가가 하락하; 9 는 등 가격변수들이 불안한 움직임을 보였음 채권시장에서는 은행채 회사채 등의,불확실성/NNG;높/VA
4613,2008-09-11," , 신용스프레드가 크게 확대되었는데 이는 국제금융시장 불안이 장기화되면서 국내  에서도 금융시장 참가자들의 불안심리가 높아진 점이 반영된 것으로 보임","국제/NNG;금융시장/NNG;불안/NNG,금융시장/NNG;불안/NNG;높/VA"
4614,2008-09-11,또 다른 일부 위원은 다음과 같은 상황을 종합적으로 감안해 볼 때 이번  달에는 금융시장 불안을 우선적으로 고려하여 한국은행 기준금리를 현 수준인  에서 유지하고 앞으로 금융시장 상황을 면밀히 모니터링하면서 불안요인을5,금융시장/NNG;불안/NNG
4615,2008-09-11,25% 제거해 나가야 할 것이며 향후 금융시장이 안정을 되찾으면 물가와 경기상황 등  을 종합적으로 점검하여 통화정책방향을 결정할 수 있을 것이라는 견해를 표명하  였음,금융시장/NNG;안정/NNG
4616,2008-09-11,지난달의 금리인상이 어느 정도 정책효과를 거두고 있는 것으로 보이지만  다음과 같은 점들을 고려할 때 추가적인 금리인상의 필요성이 제기될 수 있음,금리/NNG;인상/NNG
4617,2008-09-11,먼저 국제유가의 하락에도 불구하고 물가상승률이 당분간 대의 높은 수준을5% 지속할 전망임 국제유가는 의 증산여력 부족 등에 비추어 현재보다 크게,국제/NNG;유가/NNG;하락/NNG
4618,2008-09-11," OPEC 떨어지지 않을 것이라는 전망이 우세하며 원 달러 환율은 최근 빠른 속도로 상승/ 하면서 유가하락 효과를 넘어서는 물가상승압력으로 작용하기 시작하였고 앞으로  도 국제금융시장 불안 및 글로벌 미달러화 강세 세계경제 부진에 따른 수출증가, 세 둔화 등에 비추어 높은 수준을 유지할 것으로 예상됨 아울러 도시가스 및 전","국제/NNG;금융시장/NNG;불안/NNG,물가/NNG;상승/NNG;압력/NNG,세계/NNG;경제/NNG;부진/NNG,수출/NNG;증가/NNG;둔화/NNG,전망/NNG;우세/NNG,유가/NNG;하락/NNG,하락/NNG;효과/NNG"
4619,2008-09-11, 기요금 등 일부 공공요금이 인상될 예정임 또한 원화환율이 더 높은 수준으로,요금/NNG;공공요금/NNG;인상/NNG
4620,2008-09-11,    - 8 -  빠르게 상승하게 되면 물가안정을 기할 수 없는 데다 인위적인 시장안정화조치도  한계가 있으므로 거시경제정책 수단을 통해 원화 가치의 안정화를 도모할 필요가  있음 그리고 정책방향의 불확실성이 확대되면 경제주체들이 소비나 투자를 늦추,"정책/NNG;방향/NNG;불확실성/NNG,불확실성/NNG;확대/NNG,물가/NNG;안정/NNG,투자/NNG;늦/VV"
4621,2008-09-11, 어 경기둔화가 가속될 수 있으므로 시장에 통화정책방향에 대한 확실한 메시지를  전달하여 그러한 위험을 줄일 필요가 있음 그러나 최근 대내외 요인에 의해 금; 융시장 불안이 다음과 같은 다양한 양상으로 확대되고 있어 현 시점에서 금리를  현수준에서 유지하는 것이 바람직하다고 판단됨 우선 국제금융시장 불안이 국내,"국제/NNG;금융시장/NNG;불안/NNG,경기/NNG;둔화/NNG;가속/NNG,위험/NNG;줄/VV"
4623,2008-09-11,또한 건설 및 주택경기 부진의 영향으로 대출 등이 부실화되어 금융 안정성을PF 해칠 가능성도 커지고 있음 아울러 취약계층의 원리금 상환부담이 가중되어 관,"원리금/NNG;상환/NNG;부담/NNG,주택/NNG;경기/NNG;부진/NNG,대출/NNG;부실/NNG"
4624,2008-09-11, 련대출이 부실화될 가능성도 제기되고 있음 앞으로 금융시장 불안이 더욱 증폭,"금융시장/NNG;불안/NNG,대출/NNG;부실/NNG"
4626,2008-09-11,일부 위원은 다음과 같은 점들을 종합해 볼 때 물가의 상향리스크가 다소  축소된 반면 성장의 하향리스크는 다소 확대되고 금융시장의 불확실성이 크게 높  아진 것으로 판단되므로 이번 달에는 한국은행 기준금리를 현재의 를 유지5,"물가/NNG;상향/NNG;위험/NNG,성장/NNG;하향/NNG;위험/NNG,금융시장/NNG;불확실성/NNG"
4627,2008-09-11,"25% 하면서 지난달의 정책금리 인상효과를 지켜보는 동시에 물가불안 요인 금융시장, 의 잠재리스크 등에 대해 면밀히 점검할 필요가 있다는 의견을 개진하였음","금리/NNG;인상/NNG,인상/NNG;효과/NNG,잠재/NNG;위험/NNG"
4628,2008-09-11,최근 국내경기는 소비 및 투자 등 내수부진으로 성장세가 둔화되는 가운  데 고용 및 경기판단지표들도 하락추세를 보임에 따라 둔화세가 심화되고 있는  것으로 판단됨 또한 월중 수출증가율이 전월보다 크게 떨어진 가운데 무역수지,"소비/NNG;투자/NNG;내수/NNG;부진/NNG,내수/NNG;부진/NNG;성장/NNG;둔화/NNG,지표/NNG;하락/NNG,하락/NNG;추세/NNG"
4629,2008-09-11, 8 적자도 확대됨에 따라 수출의 성장에 대한 기여가 약화되었으며 앞으로 선진국  및 신흥시장국 경제가 동반 위축되면서 수출 둔화와 무역수지 적자가 구조화될  가능성에 유의할 필요가 있음 물가는 국제유가 하락의 영향으로 소비자물가와; 생산자물가 모두 전월대비 하락하는 등 그동안의 가파른 오름세가 둔화되는 모습  을 보였음 향후 국제유가가 하향 안정될 것으로 기대되고 원 달러 환율에 대한,"물가/NNG;국제/NNG;유가/NNG;하락/NNG,국제/NNG;유가/NNG;하향/NNG;안정/NNG,둔화/NNG;무역/NNG;적자/NNG,적자/NNG;확대/NNG,수출/NNG;성장/NNG,수출/NNG;둔화/NNG"
4630,2008-09-11, / 추가적인 상승압력도 제한적일 것으로 전망되는 점 등을 고려할 때 물가상승압력  이 더 이상 확대되지는 않을 것으로 판단됨 다만 물가 수준이 높은 가운데 근원,"물가/NNG;상승/NNG;압력/NNG,물가/NNG;높/VA"
4631,2008-09-11," 인플레이션도 높은 상승세를 지속하고 있고 환율의 변동성 확대 등 물가를 둘러  싼 불확실성이 여전히 높은 상황임 금융시장에서는 정책금리 인상 금융기관의; , 리스크관리 강화 등의 영향으로 장단기 시장금리 및 은행 여수신금리가 상승하고    - 9 -  통화량 증가세도 둔화되었으며 월 외화유동성 위기설의 영향으로 주가와 환율의9 변동성이 크게 확대된 가운데 주가는 큰 폭으로 하락하고 원 달러 환율은 크게/ 상승하였음 글로벌 신용시장 불안으로 프리미엄이 큰 폭으로 상승하는 가운","금리/NNG;은행/NNG;여수신/NNG;금리/NNG;상승/NNG,금융시장/NNG;금리/NNG;인상/NNG,통화/NNG;증가/NNG;둔화/NNG,신용시장/NNG;불안/NNG,인플레이션/NNG;높/VA,변동성/NNG;확대/NNG,높/VA;상승/NNG"
4632,2008-09-11, CDS 데 신용스프레드가 확대되고 금융스트레스지수도 급등하는 등 금융불안심리가 크  게 높아졌으며 은행의 대출태도도 중소기업을 중심으로 강화되면서 그동안의 확  장국면에 있던 신용이 수축국면으로 진입할 가능성이 커지고 있음,"신용스프레드/NNG;확대/NNG,지수/NNG;급등/NNG"
4635,2008-09-11,지난달의 정책금리 인상 이후 금융시장과 실물경제의 반응을 보면 통화정  책의 파급경로가 어느 정도 유효하게 작동하는 것으로 판단됨 은행의 여수신금,금리/NNG;인상/NNG
4636,2008-09-11, 리가 정책금리 인상폭과 비슷한 정도로 상승하였고 금리상승에 따라 은행의 리스  크관리 강화 움직임도 나타났음 글로벌 달러화 강세와 외환시장 불안 등으로 원,"은행/NNG;위험관리/NNG;강화/NNG,외환시장/NNG;불안/NNG,금리/NNG;인상/NNG,금리/NNG;상승/NNG"
4637,2008-09-11, / 달러 환율이 상승하였음에도 불구하고 금리 인상이 국제유가 하락세와 결합되면  서 인플레이션 기대심리가 일부 약해지는 조짐도 있었음 이러한 상황에서 이번; 달에 기준금리를 결정함에 있어서 다음과 같은 점들을 고려하여야 함 첫째 가시,"금리/NNG;인상/NNG;국제/NNG;유가/NNG;하락/NNG,인플레이션/NNG;기대/NNG;약하/VA"
4638,2008-09-11," , 적인 금융불안 징후는 보이지 않으나 금융스트레스지수가 급등하고 있어 금융시  장의 불확실성과 잠재된 리스크에 대해 세밀히 점검하여 금융시장 안정을 공고히  할 필요가 있음 둘째 외환시장의 변동성이 매우 커진 상황에서 금융시장과 외환","금융시장/NNG;불확실성/NNG,금융시장/NNG;안정/NNG,지수/NNG;급등/NNG"
4639,2008-09-11," , 시장간의 가격변동성 전염현상이 수시로 나타나고 있어 이를 차단하기 위한 조치  가 필요함 셋째 국제유가 하락 수요측 압력 완화 등으로 물가여건이 우호적으","국제/NNG;유가/NNG;하락/NNG,하락/NNG;수요/NNG;압력/NNG,수요/NNG;압력/NNG;완화/NNG"
4640,2008-09-11," , , 로 바뀌고 있으나 물가상승압력이 여전히 높은 상황에서 중기물가안정목표 달성  여부에 대해 주의를 기울일 필요가 있음 셋째 주요 경기판단지표들을 보면 경기","물가/NNG;상승/NNG;압력/NNG,물가/NNG;안정/NNG"
4641,2008-09-11," , 의 하강 움직임이 지속되고 있어 앞으로 내수부진이 이어지고 수출이 예상보다  크게 둔화될 경우 경기침체국면으로 진입할 가능성이 있음에 유의할 필요가 있음",내수/NNG;부진/NNG
4642,2008-09-11,또 다른 일부 위원은 아직은 높은 수준의 물가가 지속되고 물가흐름에 대  한 불확실성이 상존하고 있지만 국제유가 하락으로 물가오름세가 다소 둔화된 가  운데 경기의 하향리스크는 증가하고 금융시장 가격변수의 변동성이 크게 확대되  고 있는 점들을 감안할 때 이번 달에는 한국은행 기준금리를 현 수준에서 유지하  면서 국제유가 흐름과 국내외 금융시장 및 실물경제의 움직임을 면밀히 점검해  나가는 것이 좋겠다는 견해를 피력하였음,"국제/NNG;유가/NNG;하락/NNG,경기/NNG;하향/NNG;위험/NNG,위험/NNG;증가/NNG"
4643,2008-09-11,- 10 -  최근 실물경제동향을 살펴보면 수출이 높은 신장세를 유지하고 있지만 내  수부진이 심화됨에 따라 경기하강이 점차 뚜렷해지고 있으며 앞으로 완만한 속도  의 경기하강이 예상됨 다만 최근 미국 유로지역 일본 등 주요국의 경제상황이,"수출/NNG;높/VA;신장/NNG,경기/NNG;하락/NNG"
4644,2008-09-11," , , 나빠짐에 따라 앞으로 수출이 예상보다 부진해짐으로써 성장세가 크게 약화될 가  능성도 상존하고 있음 물가는 월 들어 유가하락의 영향으로 그동안의 가파른; 8 오름세가 꺾이면서 소비자물가상승률이 전월의 에서 로 낮아졌으며 앞5","수출/NNG;예상/NNG;부진/NNG,예상/NNG;부진/NNG;성장/NNG,유가/NNG;하락/NNG"
